MSZoning,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,Functional,GarageType,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice
RL,9144,Reg,AllPub,1Fam,1.5Fin,5,5,1940,GasA,Y,SBrkr,988,517,Typ,Detchd,240,N,2008,WD,Normal,145000
RL,7301,Reg,AllPub,1Fam,SFoyer,7,5,2003,GasA,Y,SBrkr,495,1427,Typ,BuiltIn,672,Y,2009,ConLD,Normal,198500
RM,1680,Reg,AllPub,Twnhs,2Story,6,8,1972,GasA,Y,SBrkr,483,504,Typ,Detchd,264,Y,2009,WD,Normal,118000
RL,18800,IR1,AllPub,1Fam,2Story,6,5,1976,GasA,Y,SBrkr,790,784,Typ,Attchd,566,Y,2006,WD,Normal,190000
RM,10690,Reg,AllPub,1Fam,2Story,5,7,1920,GasA,Y,FuseA,672,672,Typ,Detchd,468,Y,2009,WD,Normal,147000
RL,9500,IR1,AllPub,1Fam,1Story,6,5,1963,GasA,Y,SBrkr,1394,0,Typ,Attchd,514,Y,2009,WD,Normal,159000
RL,9150,IR1,AllPub,1Fam,SLvl,6,5,1962,GasA,Y,SBrkr,1431,0,Typ,Basment,296,Y,2008,WD,Normal,165000
RL,7800,Reg,AllPub,1Fam,1Story,5,6,1954,GasA,Y,SBrkr,1268,0,Typ,Attchd,244,Y,2010,WD,Normal,132000
RL,9830,IR1,AllPub,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,1287,0,Typ,Detchd,576,Y,2010,WD,Normal,162000
RL,8121,IR1,AllPub,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,953,711,Typ,Attchd,460,Y,2006,WD,Normal,172400
RL,17120,Reg,AllPub,1Fam,1.5Fin,4,4,1959,GasA,Y,SBrkr,1120,468,Min2,Detchd,680,N,2008,WD,Normal,134432
RL,7175,Reg,AllPub,TwnhsE,1Story,6,5,1984,GasA,Y,SBrkr,752,0,Typ,Attchd,264,Y,2010,WD,Normal,125000
RL,10634,Reg,AllPub,1Fam,1Story,5,6,1953,GasA,Y,SBrkr,1319,0,Min2,Attchd,270,Y,2009,WD,Normal,123000
RL,8200,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,847,1081,Typ,BuiltIn,434,Y,2007,WD,Normal,219500
RL,10020,IR1,AllPub,1Fam,1Story,1,1,1922,GasA,N,FuseA,904,0,Maj1,NA,0,Y,2009,WD,Normal,61000
RL,8846,IR1,AllPub,1Fam,SFoyer,5,5,1996,GasA,Y,SBrkr,914,0,Typ,Detchd,576,Y,2006,WD,Normal,148000
FV,11143,IR1,AllPub,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,1580,886,Typ,Attchd,610,Y,2007,WD,Normal,340000
RL,11394,Reg,AllPub,1Fam,1Story,9,2,2010,GasA,Y,SBrkr,1856,0,Typ,Attchd,834,Y,2010,New,Partial,394432
RL,8123,IR1,AllPub,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,1007,793,Typ,Attchd,463,Y,2009,WD,Normal,179000
RL,5000,Reg,AllPub,1Fam,1.5Fin,5,6,1924,GasA,Y,SBrkr,1026,665,Typ,Detchd,308,Y,2010,WD,Normal,127000
FV,7200,Reg,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1301,0,Typ,Attchd,572,Y,2006,New,Partial,187750
RL,9245,IR1,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,939,858,Typ,Attchd,639,Y,2007,WD,Normal,213500
RH,9000,Reg,AllPub,1Fam,1.5Unf,6,3,1928,GasA,N,FuseA,784,0,Typ,Detchd,360,N,2009,WD,Normal,76000
RL,53107,IR2,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,1079,874,Typ,Attchd,501,Y,2007,WD,Normal,240000
RL,3182,Reg,AllPub,TwnhsE,1Story,8,5,2004,GasA,Y,SBrkr,1269,0,Typ,Attchd,430,Y,2010,WD,Normal,192000
RL,8410,Reg,AllPub,1Fam,1.5Fin,5,3,1910,GasA,Y,SBrkr,658,526,Typ,NA,0,N,2006,WD,AdjLand,81000
RL,7200,Reg,AllPub,1Fam,SLvl,6,6,1976,GasA,Y,SBrkr,1125,0,Typ,Detchd,352,Y,2009,WD,Abnorml,125000
RL,9382,IR1,AllPub,1Fam,1Story,7,5,1999,GasA,Y,SBrkr,1479,0,Typ,Attchd,577,Y,2008,WD,Normal,191000
RL,12474,Reg,AllPub,1Fam,2Story,10,5,2007,GasA,Y,SBrkr,1742,590,Typ,BuiltIn,846,Y,2008,New,Partial,426000
RL,8405,Reg,AllPub,1Fam,1.5Fin,5,8,1900,GasA,Y,SBrkr,961,406,Typ,Detchd,384,Y,2008,WD,Normal,119000
RL,12209,IR1,AllPub,1Fam,2Story,6,5,2001,GasA,Y,SBrkr,804,1157,Typ,BuiltIn,560,Y,2009,WD,Normal,215000
RL,8339,IR1,AllPub,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,882,0,Typ,Attchd,294,Y,2007,WD,Normal,106500
RL,7446,Reg,AllPub,1Fam,1Story,4,5,1941,GasA,Y,FuseA,788,0,Typ,NA,0,Y,2006,WD,Abnorml,100000
RL,10134,Reg,AllPub,1Fam,1.5Fin,5,6,1940,GasA,Y,FuseA,735,299,Typ,Detchd,240,Y,2007,WD,Normal,109000
RL,9571,Reg,AllPub,1Fam,1Story,5,6,1956,GasA,Y,SBrkr,1144,0,Typ,Attchd,596,Y,2010,WD,Normal,129000
RL,7200,Reg,AllPub,1Fam,1Story,5,5,1972,GasA,Y,SBrkr,894,0,Typ,Detchd,600,Y,2009,WD,Normal,123000
RL,7590,Reg,AllPub,1Fam,2Story,5,5,1962,GasA,Y,SBrkr,876,936,Typ,Attchd,264,Y,2007,WD,Normal,169500
RM,8967,Reg,AllPub,1Fam,1Story,5,2,1920,GasA,Y,Mix,1077,0,Maj2,Detchd,338,N,2007,WD,Abnorml,67000
FV,8125,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1112,438,Typ,Attchd,438,Y,2009,WD,Normal,241000
RL,14963,IR2,AllPub,TwnhsE,1Story,8,5,1996,GasA,Y,SBrkr,1288,0,Typ,Attchd,500,Y,2008,WD,Normal,245500
RL,8767,IR1,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1310,0,Typ,Attchd,400,Y,2006,New,Partial,164990
RL,10200,Reg,AllPub,1Fam,1Story,5,8,1940,GasA,Y,SBrkr,672,0,Typ,Detchd,240,N,2008,WD,Normal,108000
RL,12090,Reg,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1165,1098,Typ,BuiltIn,420,Y,2006,WD,Abnorml,258000
RL,10364,IR1,AllPub,1Fam,2Story,6,5,1995,GasA,Y,SBrkr,806,766,Typ,BuiltIn,373,Y,2007,WD,Normal,168000
RL,9991,IR1,AllPub,1Fam,1Story,4,4,1976,GasA,Y,SBrkr,1620,0,Min1,Attchd,490,Y,2009,WD,Normal,150000
RL,10480,Reg,AllPub,1Fam,1.5Fin,6,5,1936,GasA,Y,FuseA,1166,0,Maj2,Detchd,240,Y,2008,WD,Normal,115000
RL,15576,Reg,AllPub,1Fam,2Story,6,7,1915,GasA,Y,SBrkr,840,840,Typ,Attchd,308,Y,2008,WD,Normal,177000
RL,14154,Reg,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1071,1101,Typ,Attchd,947,Y,2007,New,Partial,280000
FV,10800,Reg,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,1050,1028,Typ,Attchd,836,Y,2008,New,Partial,339750
RL,9571,Reg,AllPub,1Fam,1Story,5,3,1958,GasA,Y,FuseA,1276,0,Mod,Attchd,350,Y,2009,COD,Abnorml,60000
RL,34650,Reg,AllPub,2fmCon,1Story,5,5,1955,GasA,N,SBrkr,1056,0,Typ,Attchd,572,Y,2006,WD,Normal,145000
FV,4403,IR2,AllPub,1Fam,1Story,7,5,2009,GasA,Y,SBrkr,1478,0,Typ,Attchd,484,Y,2010,New,Partial,222000
RM,8960,Reg,AllPub,1Fam,1Story,5,6,1927,GasA,Y,FuseA,1028,0,Typ,Detchd,360,Y,2010,WD,Normal,115000
RL,11228,IR2,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1080,1017,Typ,Attchd,678,Y,2008,WD,Normal,228000
RL,8899,IR1,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1340,0,Typ,Attchd,396,Y,2007,New,Partial,181134
RL,7844,Reg,AllPub,1Fam,2Story,6,7,1978,GasA,Y,SBrkr,672,728,Typ,Attchd,440,Y,2006,WD,Normal,149500
RL,22420,IR1,AllPub,1Fam,2Story,6,6,1918,GasW,N,FuseA,1370,1254,Typ,Detchd,864,N,2007,WD,Normal,239000
RL,8160,Reg,AllPub,1Fam,1.5Fin,5,6,1940,GasA,N,FuseF,756,378,Typ,Detchd,240,P,2007,WD,AdjLand,126000
RL,8450,Reg,AllPub,1Fam,1Story,5,6,1968,GasA,Y,SBrkr,1056,0,Typ,Attchd,304,Y,2010,WD,Normal,142000
RM,7060,Reg,AllPub,Duplex,SFoyer,7,5,1997,GasA,Y,SBrkr,1344,0,Typ,Attchd,784,Y,2008,WD,Alloca,206300
RL,16635,IR1,AllPub,1Fam,1Story,6,7,1977,GasA,Y,SBrkr,1602,0,Typ,Attchd,529,Y,2009,WD,Normal,215000
RL,21750,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,FuseA,988,0,Typ,Attchd,520,N,2008,WD,Normal,113000
RL,9200,Reg,AllPub,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1470,1160,Typ,Attchd,696,Y,2008,WD,Normal,315000
RL,9000,Reg,AllPub,1Fam,1Story,6,5,1956,GasA,Y,FuseA,1196,0,Typ,Attchd,297,Y,2008,WD,Normal,139000
RM,3378,Reg,AllPub,1Fam,2Story,7,8,1946,GasA,Y,SBrkr,707,682,Typ,Detchd,240,P,2009,WD,Normal,135000
RL,12800,Reg,AllPub,1Fam,SLvl,7,5,1989,GasA,Y,SBrkr,1644,0,Typ,Attchd,569,Y,2009,WD,Normal,275000
RL,8593,IR1,AllPub,1Fam,1Story,4,6,1957,GasA,Y,SBrkr,907,0,Typ,Detchd,352,Y,2008,WD,Normal,109008
RL,6762,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1208,0,Typ,Attchd,628,Y,2007,New,Partial,195400
RL,11457,IR1,AllPub,1Fam,1Story,6,5,1988,GasA,Y,SBrkr,1412,0,Typ,Attchd,576,Y,2009,WD,Normal,175000
RM,1680,Reg,AllPub,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,483,504,Typ,Detchd,264,Y,2008,COD,Abnorml,85400
RM,5586,IR1,AllPub,1Fam,1.5Fin,6,7,1920,GasA,Y,SBrkr,1088,110,Typ,NA,0,N,2008,ConLD,Abnorml,79900
RM,1920,Reg,AllPub,TwnhsE,2Story,5,5,1971,GasA,Y,SBrkr,765,600,Min1,Detchd,440,Y,2007,WD,Normal,122500
RL,10839,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,926,678,Typ,Attchd,470,Y,2008,WD,Normal,181000
RM,1890,Reg,AllPub,Twnhs,SFoyer,4,7,1972,GasA,Y,SBrkr,630,0,Typ,NA,0,Y,2008,WD,Normal,81000
RL,10667,IR2,AllPub,1Fam,2Story,7,6,1996,GasA,Y,SBrkr,827,834,Typ,Attchd,550,Y,2009,ConLw,Normal,212000
RM,4400,Reg,AllPub,1Fam,1.5Fin,6,8,1920,GasA,Y,FuseA,734,384,Typ,Detchd,440,Y,2006,WD,Normal,116000
RM,6000,Reg,AllPub,1Fam,1.5Unf,6,7,1926,GasA,Y,SBrkr,904,0,Typ,Detchd,180,Y,2009,WD,Normal,119000
RL,4280,Reg,AllPub,1Fam,1Story,5,6,1913,GasA,N,SBrkr,694,0,Typ,Detchd,352,P,2007,WD,Normal,90350
RL,12354,Reg,AllPub,1Fam,1.5Fin,6,8,1920,GasA,Y,SBrkr,684,512,Typ,Detchd,528,Y,2009,ConLI,Normal,110000
RL,15431,Reg,AllPub,1Fam,1Story,10,5,2008,GasA,Y,SBrkr,2402,0,Typ,Attchd,672,Y,2009,WD,Normal,555000
RL,12108,Reg,AllPub,Duplex,1Story,4,4,1955,GasA,N,FuseF,1440,0,Typ,NA,0,Y,2008,WD,Normal,118000
RM,6240,Reg,AllPub,1Fam,1.5Fin,5,7,1930,GasA,Y,SBrkr,1128,445,Typ,Detchd,360,P,2008,WD,Normal,162900
RL,3922,Reg,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1258,0,Typ,Attchd,648,Y,2007,New,Partial,172500
RL,8750,Reg,AllPub,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,933,975,Typ,Attchd,493,Y,2008,WD,Normal,210000
RL,9855,Reg,AllPub,1Fam,1Story,6,5,1956,GasA,Y,SBrkr,1689,0,Typ,Attchd,480,Y,2009,COD,Normal,127500
RL,16492,IR1,AllPub,1Fam,1Story,6,6,1966,GasA,Y,SBrkr,1888,0,Mod,Attchd,578,Y,2010,WD,Normal,190000
RL,11214,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,956,930,Typ,Attchd,431,Y,2006,WD,Normal,199900
RM,8600,Reg,AllPub,1Fam,1.5Fin,6,6,1937,GasA,Y,SBrkr,780,596,Typ,Detchd,198,N,2006,WD,Normal,119500
RM,6000,Reg,AllPub,1Fam,1.5Fin,3,7,1948,GasA,Y,SBrkr,679,504,Typ,Detchd,308,Y,2007,WD,Normal,120000
RM,5684,Reg,AllPub,1Fam,1Story,6,8,1930,GasA,Y,FuseA,813,0,Typ,Detchd,270,N,2006,WD,Normal,110000
RL,70761,IR1,AllPub,1Fam,1Story,7,5,1975,GasA,Y,SBrkr,1533,0,Typ,Attchd,576,Y,2006,WD,Normal,280000
RL,9303,IR1,AllPub,1Fam,2Story,6,5,1996,GasA,Y,SBrkr,888,868,Typ,Attchd,422,Y,2007,WD,Normal,204000
FV,9000,Reg,AllPub,1Fam,2Story,8,5,2008,GasA,Y,SBrkr,786,804,Typ,Attchd,676,Y,2009,WD,Normal,210000
RL,9297,Reg,AllPub,Duplex,1Story,5,5,1976,GasA,Y,SBrkr,1728,0,Typ,Detchd,560,Y,2006,WD,Family,188000
RL,9600,Reg,AllPub,1Fam,1Story,7,6,1973,GasA,Y,SBrkr,1242,0,Typ,Attchd,528,Y,2007,WD,Normal,175500
RM,4571,Reg,AllPub,1Fam,2Story,5,5,1916,GasA,N,SBrkr,624,720,Typ,Detchd,513,Y,2008,COD,Abnorml,98000
RL,53227,IR1,AllPub,1Fam,1Story,4,6,1954,GasA,Y,SBrkr,1663,0,Min1,Attchd,529,Y,2008,WD,Normal,256000
RM,5100,Reg,AllPub,1Fam,2Story,8,7,1925,GasA,Y,SBrkr,833,833,Typ,Detchd,228,Y,2008,WD,Normal,161000
RL,7015,IR1,AllPub,1Fam,1.5Fin,5,4,1950,GasA,Y,SBrkr,979,224,Typ,Detchd,352,Y,2009,WD,Normal,110000
FV,8004,IR1,AllPub,1Fam,2Story,8,5,2009,GasA,Y,SBrkr,832,1103,Typ,BuiltIn,552,Y,2009,New,Partial,263435
RL,7200,Reg,AllPub,1Fam,2Story,7,9,1936,GasA,Y,SBrkr,575,560,Typ,Detchd,576,Y,2009,WD,Normal,155000
RL,8281,IR1,AllPub,1Fam,1Story,5,5,1965,GasA,Y,SBrkr,864,0,Typ,Detchd,360,Y,2009,WD,Normal,62383
RL,11988,IR1,AllPub,1Fam,2Story,6,7,1934,GasA,Y,FuseA,849,811,Typ,Detchd,240,Y,2008,WD,Normal,188700
RL,8430,Reg,AllPub,1Fam,1Story,5,5,1978,GasA,Y,SBrkr,1040,0,Typ,NA,0,Y,2009,WD,Normal,124000
RM,3072,Reg,AllPub,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1414,0,Typ,Attchd,398,Y,2006,WD,Normal,178740
RL,10628,Reg,AllPub,1Fam,1Story,7,5,1970,GasA,Y,SBrkr,1277,0,Typ,Attchd,526,Y,2007,WD,Normal,167000
RL,9480,Reg,AllPub,1Fam,2Story,5,7,1942,GasA,Y,SBrkr,888,756,Typ,Attchd,312,Y,2007,WD,Normal,146500
RL,11428,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1634,0,Typ,Attchd,866,Y,2007,WD,Normal,250000
RL,9291,IR1,AllPub,1Fam,2Story,6,5,1993,GasA,Y,SBrkr,832,878,Typ,Attchd,506,Y,2008,WD,Normal,187000
RL,6820,IR1,AllPub,TwnhsE,1Story,8,5,1985,GasA,Y,SBrkr,1502,0,Typ,Attchd,528,Y,2010,WD,Normal,212000
RL,11952,Reg,AllPub,1Fam,2Story,7,6,1977,GasA,Y,SBrkr,1161,808,Typ,Attchd,534,Y,2007,WD,Normal,190000
RM,3675,Reg,AllPub,TwnhsE,SLvl,6,5,2005,GasA,Y,SBrkr,1072,0,Typ,Basment,525,Y,2008,WD,Normal,148000
RL,14977,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1976,0,Typ,Attchd,908,Y,2007,New,Partial,440000
RL,5330,Reg,AllPub,TwnhsE,1Story,8,5,2000,GasA,Y,SBrkr,1652,0,Typ,Attchd,499,Y,2007,WD,Normal,251000
RL,8480,Reg,AllPub,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,970,0,Typ,Detchd,624,Y,2007,WD,Normal,132500
RL,13125,Reg,AllPub,1Fam,1Story,6,5,1997,GasA,Y,SBrkr,1493,0,Typ,Attchd,508,Y,2008,WD,Normal,208900
RL,13693,Reg,AllPub,1Fam,2Story,9,5,2006,GasA,Y,SBrkr,2069,574,Typ,BuiltIn,694,Y,2007,WD,Normal,380000
RL,10637,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1718,0,Typ,Attchd,826,Y,2009,WD,Normal,297000
RM,5925,Reg,AllPub,1Fam,1Story,4,7,1937,GasA,Y,SBrkr,1131,0,Typ,Detchd,672,Y,2007,WD,Alloca,89471
RL,16033,IR1,AllPub,1Fam,1Story,9,5,2004,GasA,Y,SBrkr,1850,0,Typ,Attchd,772,Y,2006,WD,Normal,326000
RL,11846,IR1,AllPub,1Fam,1Story,9,5,2003,GasA,Y,SBrkr,1792,0,Typ,Attchd,874,Y,2006,WD,Normal,374000
RM,2500,Reg,AllPub,1Fam,2Story,7,8,1915,GasA,Y,SBrkr,916,910,Min2,Attchd,164,Y,2009,WD,Normal,155000
RM,4500,Reg,AllPub,Twnhs,1Story,6,5,1998,GasA,Y,SBrkr,1216,0,Typ,Attchd,402,Y,2006,WD,Normal,164000
RL,7758,IR1,AllPub,1Fam,1Story,5,7,1962,GasA,Y,SBrkr,999,0,Typ,Detchd,264,Y,2007,WD,Normal,132500
RL,9600,Reg,AllPub,1Fam,1Story,5,7,1950,GasA,Y,SBrkr,1113,0,Typ,Attchd,264,Y,2009,WD,Normal,147000
RL,10289,Reg,AllPub,1Fam,1Story,5,7,1965,GasA,Y,SBrkr,1073,0,Typ,Attchd,515,Y,2007,WD,Normal,156000
RL,12243,IR1,AllPub,1Fam,1Story,5,6,1971,GasA,Y,SBrkr,1484,0,Typ,Attchd,487,Y,2007,WD,Normal,175000
RL,10800,Reg,AllPub,2fmCon,1.5Fin,5,4,1900,GasA,N,FuseA,1766,648,Mod,Attchd,520,N,2006,ConLD,Normal,160000
RM,1526,Reg,AllPub,Twnhs,SFoyer,4,8,1970,GasA,Y,SBrkr,630,0,Typ,Attchd,286,Y,2009,WD,Normal,86000
RM,2665,Reg,AllPub,TwnhsE,2Story,5,6,1976,GasA,Y,SBrkr,616,688,Typ,BuiltIn,336,Y,2008,WD,Normal,115000
RL,9490,Reg,AllPub,1Fam,1.5Fin,6,7,1941,GasA,Y,FuseA,958,620,Typ,Attchd,240,Y,2006,WD,Normal,133000
RL,15578,IR1,AllPub,1Fam,2Story,6,5,2006,GasA,Y,SBrkr,728,728,Typ,Attchd,429,Y,2006,New,Partial,172785
RL,7931,Reg,AllPub,1Fam,1Story,5,6,1960,GasA,Y,FuseA,1269,0,Typ,Detchd,308,Y,2008,WD,Normal,155000
RM,5784,Reg,AllPub,1Fam,1Story,5,8,1938,GasA,Y,FuseA,886,0,Typ,Attchd,273,Y,2009,WD,Normal,91300
C (all),7879,Reg,AllPub,1Fam,1Story,4,5,1920,GasA,N,FuseA,720,0,Typ,NA,0,N,2009,WD,Abnorml,34900
RL,12692,IR1,AllPub,1Fam,1Story,8,5,1992,GasA,Y,SBrkr,3228,0,Typ,Attchd,546,Y,2007,WD,Normal,430000
RL,9120,Reg,AllPub,1Fam,1.5Fin,7,6,1925,GasA,Y,SBrkr,1133,687,Typ,Detchd,240,N,2008,WD,Normal,184000
RL,7800,Reg,AllPub,1Fam,1Story,5,7,1967,GasA,Y,SBrkr,899,0,Typ,Attchd,288,Y,2009,WD,Normal,130000
RL,7535,IR1,AllPub,1Fam,1Story,5,7,1958,GasA,Y,SBrkr,912,0,Typ,Attchd,297,Y,2007,WD,Normal,120000
RM,1890,Reg,AllPub,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,672,546,Typ,Detchd,264,Y,2007,WD,Normal,113000
FV,9803,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,866,902,Typ,Attchd,603,Y,2008,WD,Normal,226700
RL,9170,Reg,AllPub,1Fam,1Story,5,7,1965,GasA,Y,SBrkr,1214,0,Typ,Detchd,461,Y,2007,WD,Normal,140000
RL,15602,IR1,AllPub,1Fam,1Story,7,8,1959,GasA,Y,SBrkr,1801,0,Typ,Attchd,484,Y,2010,WD,Normal,289000
RL,2308,Reg,AllPub,TwnhsE,2Story,6,5,1974,GasA,Y,SBrkr,855,467,Typ,Attchd,440,Y,2009,WD,Normal,147000
RM,7596,Reg,AllPub,Duplex,2Story,5,5,1952,GasA,Y,SBrkr,960,1000,Typ,Detchd,400,N,2009,COD,Normal,124500
RL,9554,IR1,AllPub,1Fam,2Story,8,5,1993,GasA,Y,SBrkr,1065,846,Typ,Attchd,471,Y,2006,WD,Normal,215000
FV,7862,IR1,AllPub,1Fam,1Story,6,5,2009,GasA,Y,SBrkr,1218,0,Typ,Attchd,676,Y,2009,New,Partial,208300
RM,9600,Reg,AllPub,1Fam,2Story,7,9,1928,GasA,Y,SBrkr,689,689,Typ,Detchd,360,N,2008,WD,Normal,161000
RL,9600,Reg,AllPub,1Fam,1Story,5,6,1959,GasA,Y,SBrkr,1041,0,Typ,Attchd,270,Y,2009,WD,Normal,124500
RL,14559,Reg,AllPub,1Fam,1Story,5,7,1951,GasA,Y,SBrkr,1363,0,Min1,CarPort,288,Y,2009,WD,Normal,164900
RL,6792,IR1,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1368,0,Typ,Attchd,474,Y,2006,New,Partial,202665
RL,9100,Reg,AllPub,1Fam,1Story,5,5,1958,GasA,Y,SBrkr,864,0,Typ,Detchd,624,Y,2006,WD,Normal,129900
RL,9187,Reg,AllPub,1Fam,1Story,6,5,1983,GasA,Y,SBrkr,1080,0,Typ,Attchd,484,Y,2007,WD,Normal,134000
RL,10594,Reg,AllPub,1Fam,1.5Unf,5,5,1926,Grav,N,SBrkr,789,0,Typ,Detchd,200,Y,2007,WD,Normal,96500
RL,12220,Reg,AllPub,1Fam,1Story,10,5,2009,GasA,Y,SBrkr,2020,0,Typ,Attchd,900,Y,2009,New,Partial,402861
RL,10448,IR1,AllPub,1Fam,SLvl,6,6,1972,GasA,Y,SBrkr,1378,741,Typ,Attchd,583,Y,2009,COD,Abnorml,158000
RL,10208,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1277,1067,Typ,Attchd,889,Y,2009,WD,Normal,265000
RL,9531,IR1,AllPub,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,882,914,Typ,Attchd,546,Y,2007,WD,Normal,211000
RL,10918,Reg,AllPub,1Fam,2Story,7,9,1926,GasA,Y,SBrkr,1276,804,Typ,Detchd,282,Y,2009,WD,Normal,234000
RL,10800,Reg,AllPub,2fmCon,2Story,4,7,1900,GasA,N,FuseA,694,600,Typ,NA,0,N,2008,WD,Normal,106250
RL,11988,IR1,AllPub,1Fam,1Story,6,6,1957,GasA,Y,FuseA,1244,0,Typ,Attchd,336,Y,2007,WD,Normal,150000
RM,5000,Reg,AllPub,1Fam,1.5Fin,6,7,1947,GasA,Y,SBrkr,1004,660,Typ,Detchd,420,Y,2006,WD,Normal,159000
RL,40094,IR1,AllPub,1Fam,2Story,10,5,2007,GasA,Y,SBrkr,3138,1538,Typ,BuiltIn,884,Y,2007,New,Partial,184750
RL,11787,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1383,1015,Typ,Attchd,834,Y,2007,WD,Normal,315750
FV,7500,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1266,0,Typ,Attchd,453,Y,2006,WD,Normal,176000
RL,13300,Reg,AllPub,1Fam,1Story,5,7,1956,GasA,Y,SBrkr,928,0,Typ,Attchd,252,Y,2007,WD,Normal,132000
RL,14948,IR1,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,1476,1237,Typ,Attchd,858,Y,2008,New,Partial,446261
RL,9098,IR1,AllPub,1Fam,1Story,4,7,1920,GasA,Y,SBrkr,605,0,Typ,NA,0,N,2007,WD,Normal,86000
RL,32668,IR1,AllPub,1Fam,1Story,6,3,1957,GasA,Y,SBrkr,2515,0,Maj1,Attchd,484,Y,2007,WD,Alloca,200624
RL,10200,Reg,AllPub,1Fam,SLvl,6,5,1988,GasA,Y,SBrkr,1509,0,Typ,Attchd,600,Y,2008,WD,Abnorml,175000
RM,6155,IR1,AllPub,1Fam,2Story,6,8,1920,GasA,Y,SBrkr,751,611,Typ,Detchd,502,Y,2008,WD,Normal,128000
RL,7200,Reg,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,827,0,Mod,Detchd,392,Y,2010,WD,Normal,107500
RL,5000,Reg,AllPub,1Fam,1Story,1,3,1946,GasA,N,FuseF,334,0,Typ,NA,0,N,2007,WD,Normal,39300
RL,9056,IR1,AllPub,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,707,707,Typ,Attchd,403,Y,2006,WD,Normal,178000
RL,7000,Reg,AllPub,2fmCon,2Story,5,7,1910,GasA,Y,SBrkr,820,527,Typ,NA,0,N,2008,WD,Normal,107500
RL,8924,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,880,844,Typ,Attchd,527,Y,2008,WD,Normal,188000
RL,12735,IR1,AllPub,1Fam,1Story,4,5,1972,GasA,Y,SBrkr,864,0,Typ,Detchd,576,Y,2008,COD,Normal,111250
RL,11553,IR1,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,1159,0,Typ,Attchd,336,Y,2006,WD,Normal,158000
RL,11423,Reg,AllPub,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,1601,0,Typ,Attchd,670,Y,2010,WD,Normal,272000
RL,14601,Reg,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,1838,0,Typ,Attchd,765,Y,2009,WD,Normal,315000
RL,11000,Reg,AllPub,1Fam,2Story,8,5,2000,GasA,Y,SBrkr,997,1288,Typ,BuiltIn,648,Y,2007,WD,Normal,248000
RL,10140,Reg,AllPub,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,1680,0,Maj1,Attchd,583,Y,2009,WD,Normal,213250
